"PolicyID","PolicyType","PolicyForm","Employment_status","BusinessClass","Perperson_Policylimit","PerOccurrence_PolicyLimit","CombinedSingleLimit","ClaimID","PolicyLimitPerInjury"
"P279048",2,1,"Y",9,0,0,1000000,"CLM55048",1000000
"P284367",2,1,"Y",7,0,500040,0,"CLM60367",500040
"P280193",2,1,"Y",7,0,0,1000000,"CLM56193",1000000
"P278612",2,1,"N",8,0,0,400000,"CLM54612",400000
"P292879",2,1,"Y",7,0,0,1000000,"CLM68879",1000000
"P281051",2,1,"Y",26,0,0,1000000,"CLM57051",1000000
"P283998",2,1,"N",7,0,1000000,0,"CLM59998",1000000
"P275527",2,1,"N",8,0,0,1000000,"CLM51527",1000000
"P285294",2,1,"Y",6,0,1000000,0,"CLM61294",1000000
"P287114",2,1,"Y",7,1000000,0,0,"CLM63114",1000000
"P286211",1,1,"N",26,0,1000000,0,"CLM62211",1000000
"P281053",2,1,"N",26,0,0,500000,"CLM57053",500000
"P291753",2,1,"N",7,0,0,100005,"CLM67753",100005
"P294048",1,1,"Y",15,0,950000,0,"CLM70048",950000
"P280694",2,1,"Y",7,0,0,750000,"CLM56694",750000
"P282297",1,1,"Y",16,0,0,1000000,"CLM58297",1000000
"P278017",2,1,"Y",14,1000000,0,1000000,"CLM54017",1000000
"P291211",2,1,"N",7,1000000,1000000,1000000,"CLM67211",1000000
"P292912",3,1,"Y",26,0,0,1000000,"CLM68912",1000000
"P285593",2,1,"Y",26,0,0,1000000,"CLM61593",1000000
"P281193",2,1,"N",14,0,0,1000000,"CLM57193",1000000
"P293727",2,1,"N",7,500000,0,500000,"CLM69727",500000
"P279413",2,1,"N",26,0,0,1000000,"CLM55413",1000000
"P286511",2,1,"N",7,0,0,1000050,"CLM62511",1000050
"P277033",2,1,"Y",26,1000000,1000000,1000000,"CLM53033",1000000
"P284150",2,1,"Y",8,0,0,1000000,"CLM60150",1000000
"P276869",2,1,"Y",6,0,2000000,0,"CLM52869",2000000
"P278028",2,1,"Y",26,0,0,55000,"CLM54028",55000
"P293836",3,1,"N",14,0,1000000,0,"CLM69836",1000000
"P285967",2,1,"Y",7,1000000,0,0,"CLM61967",1000000
"P288743",3,1,"N",26,0,0,1000000,"CLM64743",1000000
"P278109",2,1,"N",3,2000000,0,0,"CLM54109",2000000
"P291272",2,1,"N",7,0,500016,500016,"CLM67272",500016
"P293900",2,1,"N",26,1000000,1000000,0,"CLM69900",1000000
"P289279",1,1,"Y",8,0,1000000,0,"CLM65279",1000000
"P277762",2,1,"N",8,0,0,2000000,"CLM53762",2000000
"P281723",2,1,"Y",6,0,0,1000000,"CLM57723",1000000
"P287642",1,1,"Y",8,0,1000000,0,"CLM63642",1000000
"P284834",2,1,"N",8,1000000,0,0,"CLM60834",1000000
"P281567",4,2,"N",19,0,1000000,3000000,"CLM57567",1000000
"P279516",3,1,"Y",8,0,0,100000,"CLM55516",100000
"P276093",2,1,"Y",26,0,0,1000000,"CLM52093",1000000
"P279442",4,2,"Y",19,0,500000,0,"CLM55442",500000
"P291705",3,1,"Y",14,0,1000000,0,"CLM67705",1000000
"P290236",1,1,"Y",14,0,1000000,0,"CLM66236",1000000
"P289028",1,1,"Y",3,0,0,10000000,"CLM65028",10000000
"P277907",3,1,"Y",8,0,1000000,0,"CLM53907",1000000
"P277341",3,1,"N",23,0,1000000,0,"CLM53341",1000000
"P293289",2,1,"N",1,500000,500000,0,"CLM69289",500000
"P283183",2,2,"Y",7,0,0,1000000,"CLM59183",1000000
"P283706",3,1,"N",26,0,1000000,1000000,"CLM59706",1000000
"P278101",2,1,"Y",26,0,0,300019,"CLM54101",300019
"P285973",4,1,"N",22,0,5000000,5000000,"CLM61973",5000000
"P280080",2,1,"N",7,0,500016,500016,"CLM56080",500016
"P279316",1,1,"Y",16,0,1000000,0,"CLM55316",1000000
"P287965",2,1,"Y",9,0,0,5000000,"CLM63965",5000000
"P280305",2,1,"Y",8,0,0,100000,"CLM56305",100000
"P290199",1,1,"Y",26,0,0,1000000,"CLM66199",1000000
"P276762",4,2,"Y",19,0,1000000,12000000,"CLM52762",1000000
"P290415",2,1,"Y",1,1000000,1000000,1000000,"CLM66415",1000000
"P283015",1,1,"Y",26,0,0,500000,"CLM59015",500000
"P289173",2,1,"Y",8,0,0,1000000,"CLM65173",1000000
"P287420",2,1,"Y",26,0,0,1000000,"CLM63420",1000000
"P283334",2,1,"Y",8,0,0,1000000,"CLM59334",1000000
"P286758",4,2,"Y",19,0,500000,0,"CLM62758",500000
"P275009",1,1,"Y",6,0,10000000,0,"CLM51009",10000000
"P279073",2,1,"N",7,0,0,1000000,"CLM55073",1000000
"P288213",2,1,"Y",7,0,1000050,0,"CLM64213",1000050
"P279033",2,1,"Y",14,0,0,500000,"CLM55033",500000
"P290255",2,1,"Y",8,0,0,500000,"CLM66255",500000
"P280768",3,1,"N",4,0,1000000,0,"CLM56768",1000000
"P287889",2,1,"Y",14,1000000,2000000,2000000,"CLM63889",1000000
"P292478",2,1,"Y",8,1000000,1000000,1000000,"CLM68478",1000000
"P277170",2,1,"Y",8,50000,100000,0,"CLM53170",50000
"P277393",3,1,"N",8,0,0,1000000,"CLM53393",1000000
"P287708",4,2,"Y",19,0,1000000,0,"CLM63708",1000000
"P283037",2,1,"Y",14,0,0,500000,"CLM59037",500000
"P290632",2,1,"Y",26,1000000,1000000,1000000,"CLM66632",1000000
"P293198",2,1,"Y",15,0,0,1000075,"CLM69198",1000075
"P276321",4,2,"N",19,0,1000000,0,"CLM52321",1000000
"P283613",2,1,"Y",7,1000000,0,0,"CLM59613",1000000
"P288141",2,1,"Y",7,0,0,500000,"CLM64141",500000
"P276629",1,1,"Y",26,0,0,1000000,"CLM52629",1000000
"P293596",2,1,"Y",14,0,0,1000000,"CLM69596",1000000
"P279740",2,1,"Y",6,0,0,300115,"CLM55740",300115
"P275928",4,1,"N",22,0,5000000,5000000,"CLM51928",5000000
"P287852",1,1,"Y",17,0,0,1000000,"CLM63852",1000000
"P289735",2,1,"Y",7,0,0,1000040,"CLM65735",1000040
"P281621",2,1,"Y",8,0,0,1000000,"CLM57621",1000000
"P281861",4,2,"N",19,0,1000000,0,"CLM57861",1000000
"P280375",2,1,"N",7,0,0,1000000,"CLM56375",1000000
"P276498",1,1,"Y",6,0,0,1000000,"CLM52498",1000000
"P281841",1,1,"N",9,500000,0,500000,"CLM57841",500000
"P278333",5,1,"Y",26,0,1000000,0,"CLM54333",1000000
"P285034",2,1,"N",14,0,1000000,0,"CLM61034",1000000
"P284432",2,1,"N",8,0,0,1000000,"CLM60432",1000000
"P292687",3,1,"N",26,0,1000000,0,"CLM68687",1000000
"P281388",2,1,"Y",7,1000000,0,0,"CLM57388",1000000
"P283697",2,1,"Y",7,250000,500000,0,"CLM59697",250000
"P276545",1,2,"Y",3,0,0,2000000,"CLM52545",2000000
"P291094",2,1,"Y",7,0,0,1000001,"CLM67094",1000001
"P282403",2,1,"Y",7,0,1000040,0,"CLM58403",1000040
"P288768",2,1,"N",9,0,0,1000000,"CLM64768",1000000
"P278213",3,1,"N",26,0,0,1000000,"CLM54213",1000000
"P283508",2,1,"Y",7,55000,0,0,"CLM59508",55000
"P289408",2,1,"N",7,0,1000016,1000016,"CLM65408",1000016
"P276172",4,2,"N",22,0,1000000,0,"CLM52172",1000000
"P290246",2,1,"N",14,0,0,1000000,"CLM66246",1000000
"P280633",1,1,"Y",26,0,1000000,0,"CLM56633",1000000
"P281821",1,1,"Y",26,0,0,1000000,"CLM57821",1000000
"P280837",2,1,"Y",7,0,0,500040,"CLM56837",500040
"P275699",2,1,"Y",8,0,0,5000000,"CLM51699",5000000
"P284702",2,1,"Y",9,0,0,5000000,"CLM60702",5000000
"P287697",1,1,"Y",16,0,1000000,0,"CLM63697",1000000
"P291888",2,1,"Y",8,0,0,500000,"CLM67888",500000
"P275478",2,1,"N",7,0,0,1000000,"CLM51478",1000000
"P293491",1,1,"N",26,0,0,1000000,"CLM69491",1000000
"P280663",2,1,"Y",7,0,0,1000000,"CLM56663",1000000
"P292556",3,1,"Y",14,0,1000000,1000000,"CLM68556",1000000
"P287853",2,1,"Y",8,0,1000000,0,"CLM63853",1000000
"P283356",1,1,"Y",26,0,1000000,0,"CLM59356",1000000
"P290260",2,1,"Y",7,0,0,1000000,"CLM66260",1000000
"P275739",2,1,"Y",26,0,0,1000000,"CLM51739",1000000
"P288812",2,1,"Y",14,0,0,1000000,"CLM64812",1000000
"P281517",3,1,"N",26,0,1000000,0,"CLM57517",1000000
"P290496",2,1,"N",26,0,0,1000000,"CLM66496",1000000
"P285007",2,1,"Y",7,0,0,1000000,"CLM61007",1000000
"P280130",2,1,"N",10,0,0,600000,"CLM56130",600000
"P289965",2,1,"N",26,0,300000,0,"CLM65965",300000
"P276713",2,1,"Y",26,0,0,500000,"CLM52713",500000
"P290545",3,1,"Y",14,0,1000000,0,"CLM66545",1000000
"P280172",1,1,"N",23,0,1000000,0,"CLM56172",1000000
"P289068",2,1,"N",26,0,0,1000029,"CLM65068",1000029
"P293009",1,1,"Y",15,0,0,1000000,"CLM69009",1000000
"P276522",2,1,"Y",7,0,0,5000000,"CLM52522",5000000
"P290957",2,1,"N",6,0,0,1000000,"CLM66957",1000000
"P289982",3,1,"Y",8,0,1000000,1000000,"CLM65982",1000000
"P282193",2,2,"N",7,0,0,1000000,"CLM58193",1000000
"P281118",2,1,"Y",7,0,0,1000040,"CLM57118",1000040
"P278827",2,1,"N",7,0,500016,500016,"CLM54827",500016
"P285631",2,1,"Y",14,0,0,500000,"CLM61631",500000
"P291580",2,1,"N",7,0,0,1000000,"CLM67580",1000000
"P284890",2,1,"N",7,100000,300000,0,"CLM60890",100000
"P285958",1,1,"N",22,0,1000000,0,"CLM61958",1000000
"P287428",2,1,"Y",7,0,0,1000000,"CLM63428",1000000
"P284891",1,1,"Y",14,0,1000000,0,"CLM60891",1000000
"P284517",2,1,"Y",7,0,0,1000000,"CLM60517",1000000
"P275302",2,1,"N",3,0,0,1000000,"CLM51302",1000000
"P275891",1,1,"N",12,0,1000000,0,"CLM51891",1000000
"P292344",2,1,"Y",14,0,1000000,1000000,"CLM68344",1000000
"P289356",2,1,"N",14,0,0,3000000,"CLM65356",3000000
"P278753",1,1,"N",8,0,250000,0,"CLM54753",250000
"P287134",2,1,"N",23,0,0,1000000,"CLM63134",1000000
"P287198",5,1,"Y",9,0,0,1000000,"CLM63198",1000000
"P282375",2,2,"N",14,1000000,0,0,"CLM58375",1000000
"P290155",1,1,"Y",16,0,1000000,0,"CLM66155",1000000
"P285205",2,1,"Y",14,25000,50000,0,"CLM61205",25000
"P291512",2,1,"Y",26,0,0,1000075,"CLM67512",1000075
"P285321",3,1,"N",8,0,1000000,1000000,"CLM61321",1000000
"P291900",2,1,"N",7,0,0,1000000,"CLM67900",1000000
"P285957",2,2,"Y",26,0,0,1000000,"CLM61957",1000000
"P282898",3,1,"Y",14,0,1000000,0,"CLM58898",1000000
"P292709",1,1,"Y",8,0,1000000,0,"CLM68709",1000000
"P288223",2,1,"N",8,0,0,1000000,"CLM64223",1000000
"P282707",2,1,"N",26,0,0,300000,"CLM58707",300000
"P275343",2,1,"Y",7,0,0,1000001,"CLM51343",1000001
"P285567",2,1,"Y",7,0,0,1000069,"CLM61567",1000069
"P284137",1,1,"Y",6,0,500000,0,"CLM60137",500000
"P291382",2,1,"Y",7,0,0,1000000,"CLM67382",1000000
"P290154",1,1,"Y",16,0,1000000,0,"CLM66154",1000000
"P290922",3,1,"Y",11,0,1000000,0,"CLM66922",1000000
"P281858",2,1,"Y",7,0,0,1000000,"CLM57858",1000000
"P291290",2,1,"Y",1,0,0,500000,"CLM67290",500000
"P277821",2,1,"N",26,0,0,500001,"CLM53821",500001
"P280253",2,1,"Y",26,0,0,1000000,"CLM56253",1000000
"P287425",3,1,"Y",26,0,1000000,0,"CLM63425",1000000
"P293214",2,1,"Y",8,0,0,1000000,"CLM69214",1000000
"P285859",2,1,"N",14,100000,300000,0,"CLM61859",100000
"P284812",2,1,"N",18,0,0,1000000,"CLM60812",1000000
"P276133",2,1,"Y",26,0,0,500000,"CLM52133",500000
"P293055",2,2,"Y",1,50000,100000,37500,"CLM69055",50000
"P277241",5,2,"N",22,0,2000000,4000000,"CLM53241",2000000
"P276647",2,1,"Y",1,0,0,1000000,"CLM52647",1000000
"P291407",2,1,"N",10,250000,500000,0,"CLM67407",250000
"P284470",1,1,"Y",14,0,0,1000000,"CLM60470",1000000
"P281287",2,1,"Y",18,0,0,1000000,"CLM57287",1000000
"P291657",1,1,"Y",16,0,1000000,0,"CLM67657",1000000
"P275596",2,1,"N",26,0,0,100115,"CLM51596",100115
"P279418",2,1,"Y",15,0,0,1000000,"CLM55418",1000000
"P293961",4,2,"N",19,0,1000000,0,"CLM69961",1000000
"P279205",2,1,"N",26,0,0,1000000,"CLM55205",1000000
"P280931",2,1,"N",10,1000000,0,0,"CLM56931",1000000
"P278240",2,1,"N",26,0,0,300000,"CLM54240",300000
"P289922",3,1,"Y",26,0,1000000,0,"CLM65922",1000000
"P277724",2,1,"Y",7,0,0,1000005,"CLM53724",1000005
"P290316",3,1,"Y",26,0,1000000,0,"CLM66316",1000000
"P281162",2,1,"N",9,0,0,100000,"CLM57162",100000
"P281965",3,1,"Y",9,0,1000000,1000000,"CLM57965",1000000
"P286722",2,1,"Y",7,0,0,1000000,"CLM62722",1000000
"P276799",4,2,"N",19,0,0,100000,"CLM52799",100000
"P275410",4,2,"N",23,0,1000000,0,"CLM51410",1000000
"P293481",1,1,"Y",6,0,1000000,0,"CLM69481",1000000
"P285867",2,1,"Y",7,0,0,2000000,"CLM61867",2000000
"P289549",2,1,"Y",26,0,1000000,0,"CLM65549",1000000
"P291596",4,1,"N",22,0,5000000,5000000,"CLM67596",5000000
"P289046",1,1,"Y",8,0,9950000,9950000,"CLM65046",9950000
"P293219",2,1,"Y",8,1000000,0,0,"CLM69219",1000000
"P275822",1,1,"N",8,0,0,1000000,"CLM51822",1000000
"P291806",4,1,"Y",22,0,5000000,5000000,"CLM67806",5000000
"P291101",2,2,"Y",6,0,0,2000000,"CLM67101",2000000
"P289424",2,1,"Y",7,0,0,1000025,"CLM65424",1000025
"P282009",4,1,"Y",19,0,200000,0,"CLM58009",200000
"P275784",2,1,"Y",15,1000000,0,0,"CLM51784",1000000
"P281778",1,1,"Y",8,0,1000000,0,"CLM57778",1000000
"P280091",2,1,"Y",7,0,0,1000000,"CLM56091",1000000
"P290816",1,1,"N",8,0,1000000,0,"CLM66816",1000000
"P281739",4,1,"Y",22,0,5000000,5000000,"CLM57739",5000000
"P280662",2,1,"N",8,0,100000,0,"CLM56662",100000
"P289115",4,2,"Y",19,0,500000,0,"CLM65115",500000
"P290708",4,1,"N",22,0,5000000,5000000,"CLM66708",5000000
"P283514",2,1,"Y",7,0,0,300000,"CLM59514",300000
"P288564",2,1,"N",1,0,0,500000,"CLM64564",500000
"P276935",2,1,"Y",14,0,0,1000000,"CLM52935",1000000
"P279090",1,1,"Y",26,0,1000000,0,"CLM55090",1000000
"P292732",3,1,"N",26,0,1000000,0,"CLM68732",1000000
"P288978",2,1,"Y",15,0,0,1000025,"CLM64978",1000025
"P290221",4,2,"Y",19,0,200000,0,"CLM66221",200000
"P282764",1,1,"N",8,0,0,1000000,"CLM58764",1000000
"P286036",1,1,"Y",26,0,0,1000000,"CLM62036",1000000
"P289844",4,2,"Y",19,0,1000000,0,"CLM65844",1000000
"P291508",1,1,"Y",14,0,1000000,0,"CLM67508",1000000
"P282157",2,1,"Y",14,0,0,1000000,"CLM58157",1000000
"P276679",4,2,"Y",26,0,1000000,0,"CLM52679",1000000
"P286626",1,1,"Y",14,0,1000000,1000000,"CLM62626",1000000
"P288852",2,1,"N",3,1000000,0,0,"CLM64852",1000000
"P276586",4,2,"Y",22,0,100000,0,"CLM52586",100000
"P280583",1,1,"Y",15,0,1000000,0,"CLM56583",1000000
"P286415",2,1,"Y",7,0,0,1000075,"CLM62415",1000075
"P288985",2,1,"Y",14,0,0,1000000,"CLM64985",1000000
"P292032",1,1,"Y",19,0,0,1000000,"CLM68032",1000000
"P283836",3,1,"Y",6,0,0,1000000,"CLM59836",1000000
"P285532",2,1,"Y",14,2000000,0,0,"CLM61532",2000000
"P288679",1,1,"Y",8,0,0,1000000,"CLM64679",1000000
"P293641",2,1,"N",8,0,2000000,0,"CLM69641",2000000
"P291881",4,2,"Y",19,0,500000,0,"CLM67881",500000
"P276047",2,1,"Y",6,0,0,100000,"CLM52047",100000
"P284337",2,1,"N",26,0,0,500001,"CLM60337",500001
"P281508",2,1,"Y",26,0,0,500001,"CLM57508",500001
"P290697",2,1,"Y",26,0,500000,0,"CLM66697",500000
"P289970",2,1,"Y",9,0,100000,0,"CLM65970",100000
"P277178",3,1,"Y",22,0,0,1000000,"CLM53178",1000000
"P288228",2,1,"Y",8,0,0,1000000,"CLM64228",1000000
"P279367",4,2,"Y",19,0,500000,0,"CLM55367",500000
"P276392",2,1,"Y",8,0,0,1000000,"CLM52392",1000000
"P292363",2,1,"Y",15,0,0,2000000,"CLM68363",2000000
"P277917",4,1,"Y",22,0,5000000,5000000,"CLM53917",5000000
"P287007",2,1,"N",8,25000,50000,0,"CLM63007",25000
"P278220",3,1,"N",4,0,1000000,0,"CLM54220",1000000
"P275373",1,1,"N",8,0,1000000,0,"CLM51373",1000000
"P284672",2,1,"N",7,0,0,1000000,"CLM60672",1000000
"P276601",1,1,"Y",8,0,0,1000000,"CLM52601",1000000
"P280250",2,1,"Y",8,1000000,0,0,"CLM56250",1000000
"P282799",2,1,"Y",26,0,0,100000,"CLM58799",100000
"P285893",2,1,"N",15,0,0,1000000,"CLM61893",1000000
"P289962",2,1,"Y",7,0,0,1000131,"CLM65962",1000131
"P278747",4,2,"Y",19,0,1000000,0,"CLM54747",1000000
"P283521",1,1,"Y",9,0,500000,0,"CLM59521",500000
"P283311",3,1,"N",23,0,1000000,0,"CLM59311",1000000
"P288606",1,1,"N",8,0,500000,0,"CLM64606",500000
"P288253",2,1,"Y",7,250000,0,0,"CLM64253",250000
"P290412",3,1,"Y",8,0,1000000,0,"CLM66412",1000000
"P291437",2,1,"Y",7,0,0,1000000,"CLM67437",1000000
"P292662",2,1,"Y",8,0,0,100000,"CLM68662",100000
"P285208",3,1,"Y",26,0,1000000,0,"CLM61208",1000000
"P284683",2,1,"N",26,0,0,1000000,"CLM60683",1000000
"P278165",2,1,"Y",7,0,0,750000,"CLM54165",750000
"P283884",2,1,"Y",9,1000000,0,0,"CLM59884",1000000
"P279705",3,1,"N",8,0,1000000,0,"CLM55705",1000000
"P275738",4,1,"N",22,0,100000,0,"CLM51738",100000
"P293874",2,1,"Y",7,0,0,1000000,"CLM69874",1000000
"P284999",2,2,"Y",1,0,0,1000000,"CLM60999",1000000
"P277597",1,1,"N",14,0,0,1000000,"CLM53597",1000000
"P280257",2,1,"N",7,1000000,0,0,"CLM56257",1000000
"P285803",2,1,"N",14,25000,50000,0,"CLM61803",25000
"P278058",2,1,"Y",7,0,0,1000000,"CLM54058",1000000
"P276785",3,1,"Y",26,0,1000000,0,"CLM52785",1000000
"P282941",2,1,"Y",9,0,0,500000,"CLM58941",500000
"P281591",2,1,"Y",26,1000000,1000000,0,"CLM57591",1000000
"P290651",3,1,"Y",8,0,1000000,0,"CLM66651",1000000
"P279819",2,1,"Y",7,0,0,1000000,"CLM55819",1000000
"P275429",4,1,"N",23,0,1000000,0,"CLM51429",1000000
"P290972",4,2,"N",19,0,2000000,0,"CLM66972",2000000
"P281197",2,1,"N",7,0,1000000,0,"CLM57197",1000000
"P286700",4,2,"N",19,0,200000,600000,"CLM62700",200000
"P285119",2,1,"Y",8,0,0,1000000,"CLM61119",1000000
"P281971",1,1,"Y",14,0,1000000,0,"CLM57971",1000000
"P278442",4,1,"N",22,0,5000000,5000000,"CLM54442",5000000
"P282942",2,1,"Y",14,0,0,1000000,"CLM58942",1000000
"P286678",3,1,"N",8,0,1000000,0,"CLM62678",1000000
"P284642",2,1,"Y",8,0,0,1000000,"CLM60642",1000000
"P287211",2,1,"N",7,0,0,1000000,"CLM63211",1000000
"P288501",1,1,"Y",1,0,300000,0,"CLM64501",300000
"P284011",2,1,"N",15,1000000,0,0,"CLM60011",1000000
"P282116",1,1,"Y",10,0,10000000,0,"CLM58116",10000000
"P275127",2,1,"Y",7,0,0,1000000,"CLM51127",1000000
"P275069",2,1,"Y",15,0,0,1000000,"CLM51069",1000000
"P293412",2,1,"Y",7,0,0,1000005,"CLM69412",1000005
"P276997",1,1,"Y",26,0,0,1000000,"CLM52997",1000000
"P282747",1,1,"Y",26,0,1000000,0,"CLM58747",1000000
"P288283",2,1,"Y",14,0,0,1000000,"CLM64283",1000000
"P288738",2,1,"N",13,0,0,1000000,"CLM64738",1000000
"P291132",2,1,"N",14,50000,100000,0,"CLM67132",50000
"P286245",2,1,"Y",7,0,0,1000025,"CLM62245",1000025
"P288989",4,2,"N",19,0,1000000,0,"CLM64989",1000000
"P290672",1,1,"Y",8,0,0,5500000,"CLM66672",5500000
"P286334",2,1,"N",14,0,0,1000000,"CLM62334",1000000
"P289671",2,1,"N",14,0,0,1000000,"CLM65671",1000000
"P275423",2,1,"Y",7,0,0,1000000,"CLM51423",1000000
"P282711",2,1,"Y",7,250000,500000,0,"CLM58711",250000
"P291179",2,1,"N",15,0,0,1000001,"CLM67179",1000001
"P286971",4,2,"N",19,0,0,400000,"CLM62971",400000
"P292094",1,1,"N",16,0,1000000,0,"CLM68094",1000000
"P278185",2,1,"Y",7,0,0,1000000,"CLM54185",1000000
"P280839",2,1,"Y",1,25000,50000,0,"CLM56839",25000
"P289869",4,1,"N",22,0,5000000,5000000,"CLM65869",5000000
"P293282",2,1,"Y",14,0,0,1000000,"CLM69282",1000000
"P280960",4,2,"Y",19,0,200000,0,"CLM56960",200000
"P275023",2,1,"Y",7,0,0,1000000,"CLM51023",1000000
"P293339",1,1,"Y",14,0,0,1000000,"CLM69339",1000000
"P277742",3,1,"Y",8,0,0,1000000,"CLM53742",1000000
"P275913",2,1,"N",7,0,0,1000000,"CLM51913",1000000
"P286040",2,1,"Y",14,0,0,1000000,"CLM62040",1000000
"P280938",1,1,"N",8,0,1000000,0,"CLM56938",1000000
"P284756",2,1,"Y",7,0,0,2000000,"CLM60756",2000000
"P289698",2,1,"Y",8,0,0,2000000,"CLM65698",2000000
"P276274",1,1,"Y",26,0,1000000,0,"CLM52274",1000000
"P287841",1,1,"Y",14,0,0,1000000,"CLM63841",1000000
"P292526",2,1,"Y",7,0,0,1000050,"CLM68526",1000050
"P280132",2,1,"N",10,0,0,600000,"CLM56132",600000
"P279608",1,1,"Y",26,0,1000000,0,"CLM55608",1000000
"P294097",2,2,"Y",7,1000031,1000031,1000031,"CLM70097",1000031
"P276324",2,1,"Y",7,0,0,1000000,"CLM52324",1000000
"P285296",5,1,"N",23,0,1000000,0,"CLM61296",1000000
"P284047",3,1,"N",26,0,1000000,0,"CLM60047",1000000
"P284129",4,2,"N",19,0,200000,600000,"CLM60129",200000
"P291405",2,1,"Y",8,0,0,500000,"CLM67405",500000
"P275678",3,1,"Y",26,0,0,1000000,"CLM51678",1000000
"P278762",2,1,"Y",14,0,500000,0,"CLM54762",500000
"P284486",1,1,"Y",17,0,1000000,0,"CLM60486",1000000
"P279364",3,1,"Y",8,0,1000000,1000000,"CLM55364",1000000
"P285624",5,1,"N",9,0,0,10000000,"CLM61624",10000000
"P283903",2,1,"Y",8,0,0,1000000,"CLM59903",1000000
"P285510",1,1,"Y",16,0,0,1000000,"CLM61510",1000000
"P277661",2,1,"Y",8,0,0,500000,"CLM53661",500000
"P277690",4,1,"N",22,0,5000000,5000000,"CLM53690",5000000
"P282610",2,1,"N",14,0,1000000,1000000,"CLM58610",1000000
"P287605",2,1,"Y",6,1000000,0,0,"CLM63605",1000000
"P287059",3,1,"Y",26,0,500000,0,"CLM63059",500000
"P291903",2,1,"Y",26,0,1000000,0,"CLM67903",1000000
"P290004",2,1,"Y",7,0,0,1000000,"CLM66004",1000000
"P287471",2,1,"N",8,0,0,1000000,"CLM63471",1000000
"P289899",4,2,"Y",19,0,200000,0,"CLM65899",200000
"P277363",2,1,"N",8,0,0,1000000,"CLM53363",1000000
"P279627",2,1,"Y",15,0,0,1000000,"CLM55627",1000000
"P281117",2,1,"Y",3,1000000,0,1000000,"CLM57117",1000000
"P282513",2,1,"Y",8,0,0,1000000,"CLM58513",1000000
"P286720",2,1,"Y",8,0,0,1000000,"CLM62720",1000000
"P289915",2,1,"Y",7,0,0,750000,"CLM65915",750000
"P279774",3,1,"Y",14,0,0,2000000,"CLM55774",2000000
"P290113",2,1,"Y",7,0,0,750000,"CLM66113",750000
"P275286",4,1,"Y",19,0,500000,0,"CLM51286",500000
"P287068",2,1,"N",7,0,0,500050,"CLM63068",500050
"P289968",4,2,"N",22,0,100000,0,"CLM65968",100000
"P283507",1,1,"N",8,0,1000000,0,"CLM59507",1000000
"P278751",1,1,"N",26,0,0,1000000,"CLM54751",1000000
"P275347",2,1,"Y",1,1000000,0,0,"CLM51347",1000000
"P280220",2,1,"Y",8,0,100000,0,"CLM56220",100000
"P291873",4,2,"Y",22,0,104920,104920,"CLM67873",104920
"P292211",3,1,"Y",8,0,0,1000000,"CLM68211",1000000
"P285000",2,1,"N",3,0,0,1000000,"CLM61000",1000000
"P279045",1,1,"N",26,0,1000000,0,"CLM55045",1000000
"P284021",4,1,"N",22,0,5000000,5000000,"CLM60021",5000000
"P289765",2,1,"N",7,0,5000000,0,"CLM65765",5000000
"P293941",2,1,"Y",7,500010,0,500010,"CLM69941",500010
"P276912",1,1,"Y",8,0,1000000,0,"CLM52912",1000000
"P280170",5,1,"N",23,0,1000000,0,"CLM56170",1000000
"P281661",1,1,"Y",14,0,2000000,0,"CLM57661",2000000
"P279777",2,1,"Y",26,0,0,100000,"CLM55777",100000
"P283672",1,1,"N",14,0,0,1000000,"CLM59672",1000000
"P281740",2,1,"Y",7,1000000,0,0,"CLM57740",1000000
"P277234",1,1,"N",16,0,0,5000000,"CLM53234",5000000
"P275866",2,1,"Y",8,0,0,500000,"CLM51866",500000
"P279841",2,1,"Y",14,0,0,1000000,"CLM55841",1000000
"P292841",2,1,"Y",14,0,0,500001,"CLM68841",500001
"P283997",2,1,"N",7,0,1000000,0,"CLM59997",1000000
"P283800",2,1,"Y",7,0,0,1000000,"CLM59800",1000000
"P288790",2,1,"Y",7,0,0,500000,"CLM64790",500000
"P287294",2,1,"N",8,0,500000,0,"CLM63294",500000
"P275910",1,1,"Y",16,0,1000000,0,"CLM51910",1000000
"P287799",2,1,"N",18,500000,500000,0,"CLM63799",500000
"P294007",2,1,"N",7,0,0,1000000,"CLM70007",1000000
"P291277",1,1,"Y",8,0,9950000,0,"CLM67277",9950000
"P289273",1,1,"N",8,0,1000000,0,"CLM65273",1000000
"P277563",2,1,"Y",9,0,0,1000000,"CLM53563",1000000
"P280431",2,1,"Y",7,0,0,1000000,"CLM56431",1000000
"P277321",3,1,"Y",14,0,1000000,0,"CLM53321",1000000
"P285858",2,1,"Y",14,500000,0,0,"CLM61858",500000
"P285338",2,1,"Y",14,0,0,1000000,"CLM61338",1000000
"P287675",2,1,"Y",13,0,0,1000000,"CLM63675",1000000
"P280729",1,1,"Y",7,0,2000000,0,"CLM56729",2000000
"P286144",2,1,"N",26,0,0,1000000,"CLM62144",1000000
"P293236",2,1,"N",7,0,0,1000000,"CLM69236",1000000
"P288675",2,1,"Y",7,0,0,1000115,"CLM64675",1000115
"P276396",2,1,"Y",25,0,1000000,0,"CLM52396",1000000
"P283301",2,1,"Y",7,0,0,1000000,"CLM59301",1000000
"P275985",3,1,"N",18,0,1000000,0,"CLM51985",1000000
